Date,Open,Low,High,Close,Volume
"Dec 08, 2016",2241.13,2237.57,2251.69,2246.19,"2,436,820,000"
"Dec 07, 2016",2210.72,2208.93,2241.63,2241.35,"2,734,847,000"
"Dec 06, 2016",2207.26,2202.21,2212.78,2212.23,"2,170,130,000"
"Dec 05, 2016",2200.65,2199.97,2209.42,2204.71,"2,353,018,000"
"Dec 02, 2016",2191.12,2188.37,2197.95,2191.95,"587,431,000"
"Dec 01, 2016",2200.17,2187.44,2202.6,2191.08,"742,047,000"
"Nov 30, 2016",2204.97,2198.81,2214.1,2198.81,"1,055,352,000"
"Nov 29, 2016",2200.76,2198.15,2210.46,2204.66,"578,283,000"
"Nov 28, 2016",2210.21,2200.36,2211.14,2201.72,"562,045,000"
"Nov 25, 2016",2206.27,2206.27,2213.35,2213.35,"261,974,000"
"Nov 23, 2016",2198.55,2194.51,2204.72,2204.72,"523,778,000"
"Nov 22, 2016",2201.56,2194.51,2204.8,2202.94,"593,601,000"
"Nov 21, 2016",2186.43,2186.43,2198.7,2198.18,"571,010,000"
"Nov 18, 2016",2186.85,2180.38,2189.89,2181.9,"670,518,000"
"Nov 17, 2016",2178.61,2176.65,2188.06,2187.12,"569,018,000"
"Nov 16, 2016",2177.53,2172.2,2179.22,2176.94,"569,327,000"
"Nov 15, 2016",2168.29,2166.38,2180.84,2180.39,"683,976,000"
"Nov 14, 2016",2165.64,2156.08,2171.36,2164.2,"798,242,000"
"Nov 11, 2016",2162.71,2152.49,2165.92,2164.45,"734,601,000"
"Nov 10, 2016",2167.49,2151.17,2182.3,2167.48,"997,868,000"
"Nov 09, 2016",2131.56,2125.35,2170.1,2163.26,"992,770,000"
"Nov 08, 2016",2129.92,2123.56,2146.87,2139.56,"556,634,000"
"Nov 07, 2016",2100.59,2100.59,2132,2131.52,"608,621,000"
"Nov 04, 2016",2083.79,2083.79,2099.07,2085.18,"624,672,000"
"Nov 03, 2016",2098.8,2085.23,2102.56,2088.66,"593,008,000"
"Nov 02, 2016",2109.43,2094,2111.76,2097.94,"641,501,000"
"Nov 01, 2016",2128.68,2097.85,2131.45,2111.72,"712,604,000"
"Oct 31, 2016",2129.78,2125.53,2133.25,2126.15,"673,263,000"
"Oct 28, 2016",2132.23,2119.36,2140.72,2126.41,"641,367,000"
"Oct 27, 2016",2144.06,2132.52,2147.13,2133.04,"614,708,000"
"Oct 26, 2016",2136.97,2131.59,2145.73,2139.43,"562,087,000"
"Oct 25, 2016",2149.72,2141.93,2151.44,2143.16,"530,792,000"
"Oct 24, 2016",2148.5,2146.91,2154.79,2151.33,"523,564,000"
"Oct 21, 2016",2139.43,2130.09,2142.63,2141.16,"654,860,000"
"Oct 20, 2016",2142.51,2133.44,2147.18,2141.34,"571,361,000"
"Oct 19, 2016",2140.81,2138.15,2148.44,2144.29,"544,371,000"
"Oct 18, 2016",2138.31,2135.49,2144.38,2139.6,"475,279,000"
"Oct 17, 2016",2132.95,2124.43,2135.61,2126.5,"479,259,000"
"Oct 14, 2016",2139.68,2132.98,2149.19,2132.98,"548,993,000"
"Oct 13, 2016",2130.26,2114.72,2138.19,2132.55,"561,305,000"
"Oct 12, 2016",2137.67,2132.77,2145.36,2139.18,"458,983,000"
"Oct 11, 2016",2161.35,2128.84,2161.56,2136.73,"576,873,000"
"Oct 10, 2016",2160.39,2160.39,2169.6,2163.66,"452,832,000"
"Oct 07, 2016",2164.19,2144.85,2165.86,2153.74,"620,211,000"
"Oct 06, 2016",2158.22,2150.28,2162.93,2160.77,"517,703,000"
"Oct 05, 2016",2155.15,2155.15,2163.95,2159.73,"599,657,000"
"Oct 04, 2016",2163.37,2144.01,2165.46,2150.49,"562,930,000"
"Oct 03, 2016",2164.33,2154.77,2164.41,2161.2,"514,417,000"
"Sep 30, 2016",2156.51,2156.51,2175.3,2168.27,"809,085,000"
"Sep 29, 2016",2168.9,2145.2,2172.67,2151.13,"616,762,000"
"Sep 28, 2016",2161.85,2151.79,2172.4,2171.37,"558,057,000"
"Sep 27, 2016",2146.04,2141.55,2161.13,2159.93,"534,092,000"
"Sep 26, 2016",2158.54,2145.04,2158.54,2146.1,"517,726,000"
"Sep 23, 2016",2173.29,2163.97,2173.75,2164.69,"520,708,000"
"Sep 22, 2016",2170.94,2170.94,2179.99,2177.18,"521,694,000"
"Sep 21, 2016",2144.58,2139.57,2165.11,2163.12,"584,045,000"
"Sep 20, 2016",2145.94,2139.17,2150.8,2139.76,"484,990,000"
"Sep 19, 2016",2143.99,2135.91,2153.61,2139.12,"513,135,000"
"Sep 16, 2016",2146.48,2131.2,2146.48,2139.16,"1,474,359,000"
"Sep 15, 2016",2125.36,2122.36,2151.31,2147.26,"582,039,000"
"Sep 14, 2016",2127.86,2119.9,2141.33,2125.77,"613,057,000"
"Sep 13, 2016",2150.47,2120.27,2150.47,2127.02,"671,922,000"
"Sep 12, 2016",2120.86,2119.12,2163.3,2159.04,"678,673,000"
"Sep 09, 2016",2169.08,2127.81,2169.08,2127.81,"733,227,000"
"Sep 08, 2016",2182.76,2177.49,2184.94,2181.3,"530,082,000"
"Sep 07, 2016",2185.17,2179.07,2187.87,2186.16,"511,720,000"
"Sep 06, 2016",2181.61,2175.1,2186.57,2186.48,"569,188,000"
"Sep 02, 2016",2177.49,2173.59,2184.87,2179.98,"491,982,000"
"Sep 01, 2016",2171.33,2157.09,2173.56,2170.86,"507,264,000"
"Aug 31, 2016",2173.56,2161.35,2173.79,2170.95,"659,162,000"
"Aug 30, 2016",2179.45,2170.41,2182.27,2176.12,"470,170,000"
"Aug 29, 2016",2170.19,2170.19,2183.48,2180.38,"434,407,000"
"Aug 26, 2016",2175.1,2160.39,2187.94,2169.04,"494,425,000"
"Aug 25, 2016",2173.29,2169.74,2179,2172.47,"459,398,000"
"Aug 24, 2016",2185.09,2171.25,2186.66,2175.44,"472,264,000"
"Aug 23, 2016",2187.81,2186.8,2193.42,2186.9,"466,736,000"
"Aug 22, 2016",2181.58,2175.96,2185.15,2182.64,"463,033,000"
"Aug 19, 2016",2184.24,2175.13,2185,2183.87,"580,186,000"
"Aug 18, 2016",2181.9,2180.46,2187.03,2187.02,"510,514,000"
"Aug 17, 2016",2177.84,2168.5,2183.08,2182.22,"499,856,000"
"Aug 16, 2016",2186.24,2178.14,2186.24,2178.15,"484,439,000"
"Aug 15, 2016",2186.08,2186.08,2193.81,2190.15,"441,305,000"
"Aug 12, 2016",2183.74,2179.42,2186.28,2184.05,"432,156,000"
"Aug 11, 2016",2177.97,2177.97,2188.45,2185.79,"464,458,000"
"Aug 10, 2016",2182.81,2172,2183.41,2175.49,"439,573,000"
"Aug 09, 2016",2182.24,2178.61,2187.66,2181.74,"427,986,000"
"Aug 08, 2016",2183.76,2177.85,2185.44,2180.89,"486,958,000"
"Aug 05, 2016",2168.79,2168.79,2182.87,2182.87,"569,849,000"
"Aug 04, 2016",2163.51,2159.07,2168.19,2164.25,"492,388,000"
"Aug 03, 2016",2156.81,2152.56,2163.79,2163.79,"542,285,000"
"Aug 02, 2016",2169.94,2147.58,2170.2,2157.03,"619,382,000"
"Aug 01, 2016",2173.15,2166.21,2178.29,2170.84,"543,777,000"
"Jul 29, 2016",2168.83,2163.49,2177.09,2173.6,"787,086,000"
"Jul 28, 2016",2166.05,2159.74,2172.85,2170.06,"564,543,000"
"Jul 27, 2016",2169.81,2159.07,2174.98,2166.58,"661,630,000"
"Jul 26, 2016",2168.97,2160.18,2173.54,2169.18,"537,572,000"
"Jul 25, 2016",2173.71,2161.95,2173.71,2168.48,"511,374,000"
"Jul 22, 2016",2166.47,2163.24,2175.11,2175.03,"525,935,000"
"Jul 21, 2016",2172.91,2159.75,2174.56,2165.17,"559,292,000"
"Jul 20, 2016",2166.1,2164.89,2175.63,2173.02,"500,205,000"
"Jul 19, 2016",2163.79,2159.01,2164.63,2163.78,"516,605,000"
"Jul 18, 2016",2162.04,2159.63,2168.35,2166.89,"478,404,000"
"Jul 15, 2016",2165.13,2155.79,2169.05,2161.74,"643,101,000"
"Jul 14, 2016",2157.88,2157.88,2168.99,2163.75,"530,310,000"
"Jul 13, 2016",2153.81,2146.21,2156.45,2152.43,"514,541,000"
"Jul 12, 2016",2139.5,2139.5,2155.4,2152.14,"599,252,000"
"Jul 11, 2016",2131.72,2131.72,2143.16,2137.16,"514,370,000"
"Jul 08, 2016",2106.97,2106.97,2131.71,2129.9,"597,242,000"
"Jul 07, 2016",2100.42,2089.39,2109.08,2097.9,"546,432,000"
"Jul 06, 2016",2084.43,2074.02,2100.72,2099.73,"649,649,000"
"Jul 05, 2016",2095.05,2080.86,2095.05,2088.55,"650,706,000"
"Jul 01, 2016",2099.34,2097.9,2108.71,2102.95,"551,736,000"
"Jun 30, 2016",2073.17,2070,2098.94,2098.86,"892,556,000"
"Jun 29, 2016",2042.69,2042.69,2073.13,2070.77,"691,858,000"
"Jun 28, 2016",2006.67,2006.67,2036.09,2036.09,"718,967,000"
"Jun 27, 2016",2031.45,1991.68,2031.45,2000.54,"882,683,000"
"Jun 24, 2016",2103.81,2032.57,2103.81,2037.41,"1,403,897,000"
"Jun 23, 2016",2092.8,2092.8,2113.32,2113.32,"525,308,000"
"Jun 22, 2016",2089.75,2084.36,2099.71,2085.45,"519,438,000"
"Jun 21, 2016",2085.19,2083.02,2093.66,2088.9,"537,088,000"
"Jun 20, 2016",2075.58,2075.58,2100.66,2083.25,"598,150,000"
"Jun 17, 2016",2078.2,2062.84,2078.2,2071.22,"1,301,351,000"
"Jun 16, 2016",2066.36,2050.37,2079.62,2077.99,"552,019,000"
"Jun 15, 2016",2077.6,2069.8,2085.65,2071.5,"575,938,000"
"Jun 14, 2016",2076.65,2064.1,2081.3,2075.32,"576,788,000"
"Jun 13, 2016",2091.75,2078.46,2098.12,2079.06,"564,040,000"
"Jun 10, 2016",2109.57,2089.96,2109.57,2096.07,"552,199,000"
"Jun 09, 2016",2115.65,2107.73,2117.64,2115.48,"482,643,000"
"Jun 08, 2016",2112.71,2112.71,2120.55,2119.12,"496,867,000"
"Jun 07, 2016",2110.18,2110.18,2119.22,2112.13,"536,131,000"
"Jun 06, 2016",2100.83,2100.83,2113.36,2109.41,"532,939,000"
"Jun 03, 2016",2104.07,2085.36,2104.07,2099.13,"568,033,000"
"Jun 02, 2016",2097.71,2088.59,2105.26,2105.26,"628,062,000"
"Jun 01, 2016",2093.94,2085.1,2100.97,2099.33,"556,851,000"
"May 31, 2016",2100.13,2088.66,2103.48,2096.96,"904,459,000"
"May 27, 2016",2090.06,2090.06,2099.06,2099.06,"508,493,000"
"May 26, 2016",2091.44,2087.08,2094.3,2090.1,"474,138,000"
"May 25, 2016",2078.93,2078.93,2094.73,2090.54,"561,669,000"
"May 24, 2016",2052.65,2052.65,2079.67,2076.06,"557,588,000"
"May 23, 2016",2052.23,2047.26,2055.58,2048.04,"524,841,000"
"May 20, 2016",2041.88,2041.88,2058.35,2052.32,"697,842,000"
"May 19, 2016",2044.21,2025.91,2044.21,2040.04,"589,913,000"
"May 18, 2016",2044.38,2034.49,2060.61,2047.63,"558,156,000"
"May 17, 2016",2065.04,2040.82,2065.69,2047.21,"686,681,000"
"May 16, 2016",2046.53,2046.53,2071.88,2066.66,"567,330,000"
"May 13, 2016",2062.5,2043.13,2066.79,2046.61,"567,482,000"
"May 12, 2016",2067.17,2053.13,2073.99,2064.11,"588,564,000"
"May 11, 2016",2083.29,2064.46,2083.29,2064.46,"580,139,000"
"May 10, 2016",2062.63,2062.63,2084.87,2084.39,"520,435,000"
"May 09, 2016",2057.55,2054.31,2064.15,2058.69,"557,448,000"
"May 06, 2016",2047.77,2039.45,2057.72,2057.14,"588,441,000"
"May 05, 2016",2052.95,2045.77,2060.23,2050.63,"596,257,000"
"May 04, 2016",2060.3,2045.55,2060.3,2051.12,"626,804,000"
"May 03, 2016",2077.18,2054.89,2077.18,2063.37,"635,557,000"
"May 02, 2016",2067.17,2066.11,2083.42,2081.43,"604,121,000"
"Apr 29, 2016",2071.82,2052.28,2073.85,2065.3,"887,327,000"
"Apr 28, 2016",2090.93,2071.62,2099.3,2075.81,"689,220,000"
"Apr 27, 2016",2092.33,2082.31,2099.89,2095.15,"672,757,000"
"Apr 26, 2016",2089.84,2085.8,2096.87,2091.7,"598,555,000"
"Apr 25, 2016",2089.37,2077.52,2089.37,2087.79,"544,779,000"
"Apr 22, 2016",2091.49,2081.2,2094.32,2091.58,"705,983,000"
"Apr 21, 2016",2102.09,2088.52,2103.78,2091.48,"651,246,000"
"Apr 20, 2016",2101.52,2096.32,2111.05,2102.4,"604,654,000"
"Apr 19, 2016",2096.05,2091.68,2104.05,2100.8,"590,323,000"
"Apr 18, 2016",2078.83,2073.65,2094.66,2094.34,"547,244,000"
"Apr 15, 2016",2083.1,2076.31,2083.22,2080.73,"693,554,000"
"Apr 14, 2016",2082.89,2078.13,2087.84,2082.78,"563,108,000"
"Apr 13, 2016",2065.92,2065.92,2083.18,2082.42,"630,914,000"
"Apr 12, 2016",2043.72,2039.74,2065.05,2061.72,"590,857,000"
"Apr 11, 2016",2050.23,2041.88,2062.93,2041.99,"586,554,000"
"Apr 08, 2016",2045.54,2041.69,2060.63,2047.6,"534,860,000"
"Apr 07, 2016",2063.01,2033.8,2063.01,2041.91,"618,277,000"
"Apr 06, 2016",2045.56,2043.09,2067.33,2066.66,"581,198,000"
"Apr 05, 2016",2062.5,2042.56,2062.5,2045.17,"666,163,000"
"Apr 04, 2016",2073.19,2062.57,2074.02,2066.13,"532,705,000"
"Apr 01, 2016",2056.62,2043.98,2075.07,2072.78,"655,021,000"
"Mar 31, 2016",2063.77,2057.46,2067.92,2059.74,"636,510,000"
"Mar 30, 2016",2058.27,2058.27,2072.21,2063.95,"511,410,000"
"Mar 29, 2016",2035.75,2028.31,2055.91,2055.01,"571,883,000"
"Mar 28, 2016",2037.89,2031.96,2042.67,2037.05,"460,627,000"
"Mar 24, 2016",2032.48,2022.49,2036.04,2035.94,"600,131,000"
"Mar 23, 2016",2048.55,2034.86,2048.55,2036.71,"542,134,000"
"Mar 22, 2016",2048.64,2040.57,2056.6,2049.8,"555,485,000"
"Mar 21, 2016",2047.88,2043.14,2053.91,2051.6,"535,577,000"
"Mar 18, 2016",2041.16,2041.16,2052.36,2049.58,"1,743,158,000"
"Mar 17, 2016",2026.9,2022.16,2046.24,2040.59,"661,763,000"
"Mar 16, 2016",2014.24,2010.04,2032.02,2027.22,"617,671,000"
"Mar 15, 2016",2015.27,2005.23,2015.94,2015.93,"529,503,000"
"Mar 14, 2016",2019.27,2012.05,2024.57,2019.64,"546,841,000"
"Mar 11, 2016",1994.71,1994.71,2022.37,2022.19,"641,712,000"
"Mar 10, 2016",1990.97,1969.25,2005.08,1989.57,"665,444,000"
"Mar 09, 2016",1981.44,1979.84,1992.69,1989.26,"608,081,000"
"Mar 08, 2016",1996.88,1977.43,1996.88,1979.26,"699,806,000"
"Mar 07, 2016",1996.11,1989.38,2006.12,2001.76,"654,455,000"
"Mar 04, 2016",1994.01,1986.77,2009.13,1999.99,"782,584,000"
"Mar 03, 2016",1985.6,1977.37,1993.69,1993.4,"667,829,000"
"Mar 02, 2016",1976.6,1968.8,1986.51,1986.45,"680,819,000"
"Mar 01, 2016",1937.09,1937.09,1978.35,1978.35,"742,687,000"
"Feb 29, 2016",1947.13,1931.81,1958.27,1932.23,"849,487,000"
"Feb 26, 2016",1954.95,1945.78,1962.96,1948.05,"669,969,000"
"Feb 25, 2016",1931.87,1925.41,1951.83,1951.7,"590,047,000"
"Feb 24, 2016",1917.56,1891,1932.08,1929.8,"662,291,000"
"Feb 23, 2016",1942.38,1919.44,1942.38,1921.27,"626,779,000"
"Feb 22, 2016",1924.44,1924.44,1946.7,1945.5,"663,513,000"
"Feb 19, 2016",1916.74,1902.17,1918.78,1917.78,"862,747,000"
"Feb 18, 2016",1927.57,1915.09,1930,1917.83,"729,872,000"
"Feb 17, 2016",1898.8,1898.8,1930.68,1926.82,"818,658,000"
"Feb 16, 2016",1871.44,1871.44,1895.77,1895.58,"840,931,000"
"Feb 12, 2016",1833.4,1833.4,1864.78,1864.78,"803,669,000"
"Feb 11, 2016",1847,1810.1,1847,1829.08,"959,312,000"
"Feb 10, 2016",1857.1,1850.32,1881.6,1851.86,"765,063,000"
"Feb 09, 2016",1848.46,1834.94,1868.25,1852.21,"847,335,000"
"Feb 08, 2016",1873.25,1828.46,1873.25,1853.44,"1,012,893,000"
"Feb 05, 2016",1913.07,1872.65,1913.07,1880.05,"866,331,000"
"Feb 04, 2016",1911.67,1900.52,1927.35,1915.45,"865,531,000"
"Feb 03, 2016",1907.07,1872.23,1918.01,1912.53,"893,685,000"
"Feb 02, 2016",1935.26,1897.29,1935.26,1903.03,"788,015,000"
"Feb 01, 2016",1936.94,1920.3,1947.2,1939.38,"714,148,000"
"Jan 29, 2016",1894,1894,1940.24,1940.24,"1,218,351,000"
"Jan 28, 2016",1885.22,1873.65,1902.96,1893.36,"820,296,000"
"Jan 27, 2016",1902.52,1872.7,1916.99,1882.95,"801,306,000"
"Jan 26, 2016",1878.79,1878.79,1906.73,1903.63,"695,956,000"
"Jan 25, 2016",1906.28,1875.97,1906.28,1877.08,"760,931,000"
"Jan 22, 2016",1877.4,1877.4,1908.85,1906.9,"809,147,000"
"Jan 21, 2016",1861.46,1848.98,1889.85,1868.99,"853,633,000"
"Jan 20, 2016",1876.18,1812.29,1876.18,1859.33,"1,078,051,000"
"Jan 19, 2016",1888.66,1864.6,1901.44,1881.33,"876,359,000"
"Jan 15, 2016",1916.68,1857.83,1916.68,1880.33,"1,194,942,000"
"Jan 14, 2016",1891.68,1878.93,1934.47,1921.84,"920,305,000"
"Jan 13, 2016",1940.34,1886.41,1950.33,1890.28,"874,565,000"
"Jan 12, 2016",1927.83,1914.35,1947.38,1938.68,"759,189,000"
"Jan 11, 2016",1926.12,1901.1,1935.65,1923.67,"775,646,000"
"Jan 08, 2016",1945.97,1918.46,1960.4,1922.03,"800,798,000"
"Jan 07, 2016",1985.32,1938.83,1985.32,1943.09,"860,517,000"
"Jan 06, 2016",2011.71,1979.05,2011.71,1990.26,"734,820,000"
"Jan 05, 2016",2013.78,2004.17,2021.94,2016.71,"619,260,000"
"Jan 04, 2016",2038.2,1989.68,2038.2,2012.66,"802,072,000"
"Dec 31, 2015",2060.59,2043.62,2062.54,2043.94,"482,596,000"
"Dec 30, 2015",2077.34,2061.97,2077.34,2063.36,"334,631,000"
"Dec 29, 2015",2060.54,2060.54,2081.56,2078.36,"379,027,000"
"Dec 28, 2015",2057.77,2044.2,2057.77,2056.5,"367,737,000"
"Dec 24, 2015",2063.52,2058.73,2067.36,2060.99,"250,570,000"
"Dec 23, 2015",2042.2,2042.2,2064.73,2064.29,"545,191,000"
"Dec 22, 2015",2023.15,2020.49,2042.74,2038.97,"546,862,000"
"Dec 21, 2015",2010.27,2005.93,2022.9,2021.15,"610,294,000"
"Dec 18, 2015",2040.81,2005.33,2040.81,2005.55,"1,811,569,000"
"Dec 17, 2015",2073.76,2041.66,2076.37,2041.89,"646,285,000"
"Dec 16, 2015",2046.5,2042.43,2076.72,2073.07,"680,651,000"
"Dec 15, 2015",2025.55,2025.55,2053.87,2043.41,"689,853,000"
"Dec 14, 2015",2013.37,1993.26,2022.92,2021.94,"771,571,000"
"Dec 11, 2015",2047.27,2008.8,2047.27,2012.37,"718,417,000"
"Dec 10, 2015",2047.93,2045.67,2067.65,2052.23,"597,997,000"
"Dec 09, 2015",2061.17,2036.53,2080.33,2047.62,"719,904,000"
"Dec 08, 2015",2073.39,2052.32,2073.85,2063.59,"666,623,000"
"Dec 07, 2015",2090.42,2066.78,2090.42,2077.07,"639,169,000"
"Dec 04, 2015",2051.24,2051.24,2093.84,2091.69,"740,000,000"
"Dec 03, 2015",2080.71,2042.35,2085,2049.62,"749,534,000"
"Results generated at 7:52:11 PM on 12/2/2017."

